data_id,type,record_id,opentimestamps,numbers,avalanche,iscn,ipfs,filecoin,storj
C069,Primary,bafybeidj3e5yb6pupp3zmw4x74bvkj4evnql5g4kpvlwuctmu7ma6ulxiq,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0xc1340b1a4c34d97da51f6e72a17d0f5a35a404863d648be7b57d0bc6cad8af74,https://snowtrace.io/tx/0x0e2febc45f62c818520d2a28cba66b927ea436accaca1bccdd8bca18d26e1eab,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FklErixYFhVbRR6KX_U5sCove_pbRb14sebps7fkFUuk%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Web Archive,bafybeigptlspcqixymsqvajeslp4xzyrpry73ffne5z45tm3cfmydgl2ua,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0xc1340b1a4c34d97da51f6e72a17d0f5a35a404863d648be7b57d0bc6cad8af74,https://snowtrace.io/tx/0x0e2febc45f62c818520d2a28cba66b927ea436accaca1bccdd8bca18d26e1eab,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FklErixYFhVbRR6KX_U5sCove_pbRb14sebps7fkFUuk%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Caption,bafkreighxawmx7zocngw775semlbwgmckrmcq3fpaofo27hwklgmlzeoxu,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0xc1340b1a4c34d97da51f6e72a17d0f5a35a404863d648be7b57d0bc6cad8af74,https://snowtrace.io/tx/0x0e2febc45f62c818520d2a28cba66b927ea436accaca1bccdd8bca18d26e1eab,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FklErixYFhVbRR6KX_U5sCove_pbRb14sebps7fkFUuk%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
C049-1301,Primary,bafkreibmxod7boltbvzvkzcfq3zqhsqkcc55ubrloaxgzenmdqi7pnjzw4,https://www.blockchain.com/explorer/blocks/btc/767815,https://mainnet.num.network/tx/0xc3d945551baa30c1feed2d537a04fc9f111e4d7b67b3dfc8cb66b88645bbbf88,https://snowtrace.io/tx/0x4e402dbee98465f6fd77089600b4cdca500abaf7ec14b13c79cd67c9dfd1a4e5,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FVNzML386KlRdr7_uSlkt9lmjbmOQ-sduxSMeneSV1Vk%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Web Archive,bafybeihqitr4uyft4cxyw74vzk5tnptosohkl7h64i2ekeszhjcuflofcq,https://www.blockchain.com/explorer/blocks/btc/767815,https://mainnet.num.network/tx/0xc3d945551baa30c1feed2d537a04fc9f111e4d7b67b3dfc8cb66b88645bbbf88,https://snowtrace.io/tx/0x4e402dbee98465f6fd77089600b4cdca500abaf7ec14b13c79cd67c9dfd1a4e5,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FVNzML386KlRdr7_uSlkt9lmjbmOQ-sduxSMeneSV1Vk%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Caption,bafkreiganhnuni3jvdcy4nn3hhhoem7jbin5tdhdzfwa6uvuusvttqc4sq,https://www.blockchain.com/explorer/blocks/btc/767815,https://mainnet.num.network/tx/0xc3d945551baa30c1feed2d537a04fc9f111e4d7b67b3dfc8cb66b88645bbbf88,https://snowtrace.io/tx/0x4e402dbee98465f6fd77089600b4cdca500abaf7ec14b13c79cd67c9dfd1a4e5,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FVNzML386KlRdr7_uSlkt9lmjbmOQ-sduxSMeneSV1Vk%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
P203,Primary,bafybeibtqqz2reffunw5xmq3rfv2crgqnqelx24mozh6v5ztqeyoajdefe,https://www.blockchain.com/explorer/blocks/btc/767705,https://mainnet.num.network/tx/0xca9e8ad7a32fc9d550d5679aed99a64e427dc2ce9395afc25b0cc6eff72192aa,https://snowtrace.io/tx/0x2fd04f1abba6e49bf32fb5af7b24b2322c030e94bd19aa42f313a1b3e7cc44d6,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FijWuQ6IJn-UY2x9hx1L1HHauWNbsVqvoC7aQ62Y-psI%2F1,https://ipfs.io/ipfs/bafybeibtqqz2reffunw5xmq3rfv2crgqnqelx24mozh6v5ztqeyoajdefe,https://filecoin.tools/baga6ea4seaqpiffpyptzhgi4dqajreaptszblhncs33jbcanbkezodtrj6z2ena,https://link.storjshare.io/s/jxjv7yufe4zsungupn3qufl2mnta%2F2022-bijeljina-investigation-haviv-scans%2Fdb3d1415de770e54443acd8c3764e295f2cf00568cad49410f3512e47e61e36c.encrypted
,Caption,bafkreif4qlkku6b23vgwefrsmphjji5cgucjqyqijjf2gqfmyhal7rcl4e,https://www.blockchain.com/explorer/blocks/btc/767705,https://mainnet.num.network/tx/0xca9e8ad7a32fc9d550d5679aed99a64e427dc2ce9395afc25b0cc6eff72192aa,https://snowtrace.io/tx/0x2fd04f1abba6e49bf32fb5af7b24b2322c030e94bd19aa42f313a1b3e7cc44d6,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FijWuQ6IJn-UY2x9hx1L1HHauWNbsVqvoC7aQ62Y-psI%2F1,https://ipfs.io/ipfs/bafybeibtqqz2reffunw5xmq3rfv2crgqnqelx24mozh6v5ztqeyoajdefe,https://filecoin.tools/baga6ea4seaqpiffpyptzhgi4dqajreaptszblhncs33jbcanbkezodtrj6z2ena,https://link.storjshare.io/s/jxjv7yufe4zsungupn3qufl2mnta%2F2022-bijeljina-investigation-haviv-scans%2Fdb3d1415de770e54443acd8c3764e295f2cf00568cad49410f3512e47e61e36c.encrypted
C049-1154,Primary,bafkreiebrvroh4iuzc632me72rbfdkcaawdt5hssibq7fntxqkkyt4keum,https://www.blockchain.com/explorer/blocks/btc/767815,https://mainnet.num.network/tx/0xd35b426d5ca0cf8c07158d4db916f30e868e0d1cc299abd95b9186d10a0e6778,https://snowtrace.io/tx/0x164373a0b94ce185634a64ab005a889cb68dd9ffd280a5cfa5b14dcf873e0fee,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2Fib15GSIDXUInWDDoXh7z2o89PbqyakrBo9_k-0Yx2M4%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Web Archive,bafybeihqitr4uyft4cxyw74vzk5tnptosohkl7h64i2ekeszhjcuflofcq,https://www.blockchain.com/explorer/blocks/btc/767815,https://mainnet.num.network/tx/0xd35b426d5ca0cf8c07158d4db916f30e868e0d1cc299abd95b9186d10a0e6778,https://snowtrace.io/tx/0x164373a0b94ce185634a64ab005a889cb68dd9ffd280a5cfa5b14dcf873e0fee,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2Fib15GSIDXUInWDDoXh7z2o89PbqyakrBo9_k-0Yx2M4%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Caption,bafkreidxy2jli3oeol3wckn4vh3tm2bjvej6zgz4j6yszalwfgkhcqy6zm,https://www.blockchain.com/explorer/blocks/btc/767815,https://mainnet.num.network/tx/0xd35b426d5ca0cf8c07158d4db916f30e868e0d1cc299abd95b9186d10a0e6778,https://snowtrace.io/tx/0x164373a0b94ce185634a64ab005a889cb68dd9ffd280a5cfa5b14dcf873e0fee,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2Fib15GSIDXUInWDDoXh7z2o89PbqyakrBo9_k-0Yx2M4%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
C046,Primary,bafybeia7bxk6ccqvd2glabvc6y4yypib4f53m6ris5pvyiuqi5uaelykem,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0xf1c6c8070dd2b251bf63105419432229d7e45cdf09cd696bfd27a8df6c943684,https://snowtrace.io/tx/0xf4ec0550780d093e69138614aa4042d6927ed169d4d0c414c37d1dbd1e18a25d,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FlFb_atfn-YDj9-6x8bxrR3hFxzXR-FlcvzOh5yYhQTI%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Web Archive,bafybeigptlspcqixymsqvajeslp4xzyrpry73ffne5z45tm3cfmydgl2ua,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0xf1c6c8070dd2b251bf63105419432229d7e45cdf09cd696bfd27a8df6c943684,https://snowtrace.io/tx/0xf4ec0550780d093e69138614aa4042d6927ed169d4d0c414c37d1dbd1e18a25d,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FlFb_atfn-YDj9-6x8bxrR3hFxzXR-FlcvzOh5yYhQTI%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Caption,bafkreie64wzk7efkxtady3uv26pzgzsdxdmwmkwe5jqu64cnomip3smb6m,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0xf1c6c8070dd2b251bf63105419432229d7e45cdf09cd696bfd27a8df6c943684,https://snowtrace.io/tx/0xf4ec0550780d093e69138614aa4042d6927ed169d4d0c414c37d1dbd1e18a25d,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FlFb_atfn-YDj9-6x8bxrR3hFxzXR-FlcvzOh5yYhQTI%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
C049-1601,Primary,bafkreifzhn3j3wpmqwi6jqs24vnlbscilbzrvd7ny4oohoq2fqa2duebwy,https://www.blockchain.com/explorer/blocks/btc/767817,https://mainnet.num.network/tx/0x8c83fbc930ec4dd4a74fed65f1c405d54a825f4b10c0ddaba530085f83c68ebe,https://snowtrace.io/tx/0x9f354c8b17a03271fd0b3d3ebb3607f31872a6b900e5c9bbe6eb1112aff1ea07,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FTLXVDKzyV7_ZUV-lmHeem9V9Fz4H2pEDVu0nRauJ430%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Web Archive,bafybeihqitr4uyft4cxyw74vzk5tnptosohkl7h64i2ekeszhjcuflofcq,https://www.blockchain.com/explorer/blocks/btc/767817,https://mainnet.num.network/tx/0x8c83fbc930ec4dd4a74fed65f1c405d54a825f4b10c0ddaba530085f83c68ebe,https://snowtrace.io/tx/0x9f354c8b17a03271fd0b3d3ebb3607f31872a6b900e5c9bbe6eb1112aff1ea07,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FTLXVDKzyV7_ZUV-lmHeem9V9Fz4H2pEDVu0nRauJ430%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Redaction: Zero Knowledge Proof,bafybeic6watijebhvx2slnbuo72aynonqfuhowc5eiosejcejn2myfdrai,https://www.blockchain.com/explorer/blocks/btc/767817,https://mainnet.num.network/tx/0x8c83fbc930ec4dd4a74fed65f1c405d54a825f4b10c0ddaba530085f83c68ebe,https://snowtrace.io/tx/0x9f354c8b17a03271fd0b3d3ebb3607f31872a6b900e5c9bbe6eb1112aff1ea07,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FTLXVDKzyV7_ZUV-lmHeem9V9Fz4H2pEDVu0nRauJ430%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Caption,bafkreielvb544jefncwstu3uaz7ejen4rrcvibibqsoxpczm6ry3hp5a5m,https://www.blockchain.com/explorer/blocks/btc/767817,https://mainnet.num.network/tx/0x8c83fbc930ec4dd4a74fed65f1c405d54a825f4b10c0ddaba530085f83c68ebe,https://snowtrace.io/tx/0x9f354c8b17a03271fd0b3d3ebb3607f31872a6b900e5c9bbe6eb1112aff1ea07,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FTLXVDKzyV7_ZUV-lmHeem9V9Fz4H2pEDVu0nRauJ430%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
C049-1772,Primary,bafkreiapk62bqq4pvhgijxasth57jpw2grhvwvxypwlb36zrqbjurenkae,https://www.blockchain.com/explorer/blocks/btc/767817,https://mainnet.num.network/tx/0x17c086a4e5552ee1e6c22426c682b6771999c93b3ddf174264891cb5744ef5a8,https://snowtrace.io/tx/0xd9726681f1a6b7c8c60b9473a38a5b98bbaee94542fd34964ba6df820b629e90,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2F9DQFTYXWc5Ogg81IebAK3EI9djbkZy_z6Wibi0niOSk%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Web Archive,bafybeihqitr4uyft4cxyw74vzk5tnptosohkl7h64i2ekeszhjcuflofcq,https://www.blockchain.com/explorer/blocks/btc/767817,https://mainnet.num.network/tx/0x17c086a4e5552ee1e6c22426c682b6771999c93b3ddf174264891cb5744ef5a8,https://snowtrace.io/tx/0xd9726681f1a6b7c8c60b9473a38a5b98bbaee94542fd34964ba6df820b629e90,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2F9DQFTYXWc5Ogg81IebAK3EI9djbkZy_z6Wibi0niOSk%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Caption,bafkreidso6pppcutb2v5rls3o5i7carnsx2d6euf62xs2xufgdeifkork4,https://www.blockchain.com/explorer/blocks/btc/767817,https://mainnet.num.network/tx/0x17c086a4e5552ee1e6c22426c682b6771999c93b3ddf174264891cb5744ef5a8,https://snowtrace.io/tx/0xd9726681f1a6b7c8c60b9473a38a5b98bbaee94542fd34964ba6df820b629e90,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2F9DQFTYXWc5Ogg81IebAK3EI9djbkZy_z6Wibi0niOSk%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
C049-1725,Primary,bafybeigj7xkucmlgdottkswi4nc5ug5lhnl7ow4jzpjxt5b62fk36bly4y,https://www.blockchain.com/explorer/blocks/btc/767817,https://mainnet.num.network/tx/0xdfe4ad7a4456c635e61bf51b946130d4c890db1dc0d06faddc5978fcad9c06be,https://snowtrace.io/tx/0x6871f76d98708b1e0a720f7338ad9fd49dd827e28e8850588eebb2b3c9817ce3,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2F83sV38MZPeRA5o7NDjEo210AZ1hRduzsoqLCWc9fuGQ%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Web Archive,bafybeihqitr4uyft4cxyw74vzk5tnptosohkl7h64i2ekeszhjcuflofcq,https://www.blockchain.com/explorer/blocks/btc/767817,https://mainnet.num.network/tx/0xdfe4ad7a4456c635e61bf51b946130d4c890db1dc0d06faddc5978fcad9c06be,https://snowtrace.io/tx/0x6871f76d98708b1e0a720f7338ad9fd49dd827e28e8850588eebb2b3c9817ce3,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2F83sV38MZPeRA5o7NDjEo210AZ1hRduzsoqLCWc9fuGQ%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Redaction: Zero Knowledge Proof,bafybeieuec5a6re3ey2isohqj3u56g6uap5kunwtq32eiqzuai4y6xcy4y,https://www.blockchain.com/explorer/blocks/btc/767817,https://mainnet.num.network/tx/0xdfe4ad7a4456c635e61bf51b946130d4c890db1dc0d06faddc5978fcad9c06be,https://snowtrace.io/tx/0x6871f76d98708b1e0a720f7338ad9fd49dd827e28e8850588eebb2b3c9817ce3,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2F83sV38MZPeRA5o7NDjEo210AZ1hRduzsoqLCWc9fuGQ%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Caption,bafkreido7w2gxr4mlajagz3622xmge7t5eikqivzwvxjxnlhhhrdyttgni,https://www.blockchain.com/explorer/blocks/btc/767817,https://mainnet.num.network/tx/0xdfe4ad7a4456c635e61bf51b946130d4c890db1dc0d06faddc5978fcad9c06be,https://snowtrace.io/tx/0x6871f76d98708b1e0a720f7338ad9fd49dd827e28e8850588eebb2b3c9817ce3,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2F83sV38MZPeRA5o7NDjEo210AZ1hRduzsoqLCWc9fuGQ%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
P219,Primary,bafybeiadnjsfyz4xtdl5spid6zqbutkqntxdmgw4oukhytroqyu3aqewfe,https://www.blockchain.com/explorer/blocks/btc/767705,https://mainnet.num.network/tx/0x00ac3eea6847a8049071f9414c363706ca9f113cb85472a620de95bfc032d443,https://snowtrace.io/tx/0x30c9c7c67c209ef5d239a7a64cf60fff9bac9d781c903dcee2b06b528d87fab0,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FUp9HrZjmGWwsonublQ0n6Ik28SusTsdgVzJgmAVv2eA%2F1,https://ipfs.io/ipfs/bafybeiadnjsfyz4xtdl5spid6zqbutkqntxdmgw4oukhytroqyu3aqewfe,https://filecoin.tools/baga6ea4seaqpiffpyptzhgi4dqajreaptszblhncs33jbcanbkezodtrj6z2ena,https://link.storjshare.io/s/jxjv7yufe4zsungupn3qufl2mnta%2F2022-bijeljina-investigation-haviv-scans%2F77aa7b76362fc9cca2ba3aa4851e383bbe602ab8e1d1e192cec58d686a7210ad.encrypted
,Caption,bafkreigrjhfklwiydm7ofmtzbxxkkja2e3knteadspv3glbwqbiu7y7ovq,https://www.blockchain.com/explorer/blocks/btc/767705,https://mainnet.num.network/tx/0x00ac3eea6847a8049071f9414c363706ca9f113cb85472a620de95bfc032d443,https://snowtrace.io/tx/0x30c9c7c67c209ef5d239a7a64cf60fff9bac9d781c903dcee2b06b528d87fab0,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FUp9HrZjmGWwsonublQ0n6Ik28SusTsdgVzJgmAVv2eA%2F1,https://ipfs.io/ipfs/bafybeiadnjsfyz4xtdl5spid6zqbutkqntxdmgw4oukhytroqyu3aqewfe,https://filecoin.tools/baga6ea4seaqpiffpyptzhgi4dqajreaptszblhncs33jbcanbkezodtrj6z2ena,https://link.storjshare.io/s/jxjv7yufe4zsungupn3qufl2mnta%2F2022-bijeljina-investigation-haviv-scans%2F77aa7b76362fc9cca2ba3aa4851e383bbe602ab8e1d1e192cec58d686a7210ad.encrypted
C031,Primary,bafybeifdqiw552twljpegzrab5hsdgrzim37sae2dachg7ovqoyof4egqq,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0xe0e90faa2ec601307f52466210c7d73723aebb440745e26b551be3458f4f2aa8,https://snowtrace.io/tx/0xe0e517b3f10e3e82c017675520b60fd1d0290766d85e5378554150d9cceabda2,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FrCieFIGgqN2ysH5qF0dnc_rDRiEjtO3L6PtauFIwwJc%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Web Archive,bafybeidu3eylklwbqacivows72msppd6bdp6n4gwy7oboog5z6kgtclcii,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0xe0e90faa2ec601307f52466210c7d73723aebb440745e26b551be3458f4f2aa8,https://snowtrace.io/tx/0xe0e517b3f10e3e82c017675520b60fd1d0290766d85e5378554150d9cceabda2,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FrCieFIGgqN2ysH5qF0dnc_rDRiEjtO3L6PtauFIwwJc%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Caption,bafkreihsr4pefsvh73vitnnfod2ib5yvlkrlvotnfmt3bwu72gp3mfurji,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0xe0e90faa2ec601307f52466210c7d73723aebb440745e26b551be3458f4f2aa8,https://snowtrace.io/tx/0xe0e517b3f10e3e82c017675520b60fd1d0290766d85e5378554150d9cceabda2,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FrCieFIGgqN2ysH5qF0dnc_rDRiEjtO3L6PtauFIwwJc%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
P235,Primary,bafybeihwy57zljpf2y4y32mzdnts4odq3ibug7y2bi2c5zpukkjijzrfiq,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0x8d7bd0a5f35ceb93c96b25dbdc3c9f66f1af4e5f342ce54d1ac790b64bbaa7dc,https://snowtrace.io/tx/0x8881b1cd98e9a0d16914ee1729a2dfcf363c2a2e30c1e86ab917517d9a018d80,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FO-xzgfYG1x0Vk0ZR7ZzSfyqCed1eD0M6Diy1o-_DCG4%2F1,,https://filecoin.tools/baga6ea4seaqpiffpyptzhgi4dqajreaptszblhncs33jbcanbkezodtrj6z2ena,
,Caption,bafkreianehybweyrsnaaqnwivlaw22ld3frixselsudvvlrviunis6esae,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0x8d7bd0a5f35ceb93c96b25dbdc3c9f66f1af4e5f342ce54d1ac790b64bbaa7dc,https://snowtrace.io/tx/0x8881b1cd98e9a0d16914ee1729a2dfcf363c2a2e30c1e86ab917517d9a018d80,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FO-xzgfYG1x0Vk0ZR7ZzSfyqCed1eD0M6Diy1o-_DCG4%2F1,,https://filecoin.tools/baga6ea4seaqpiffpyptzhgi4dqajreaptszblhncs33jbcanbkezodtrj6z2ena,
C049-1070,Primary,bafkreidrhr2xtw6v4kgddfytcsi6j32hcjetath5ajc4i6mx65oacha33u,https://www.blockchain.com/explorer/blocks/btc/767815,https://mainnet.num.network/tx/0xc18f2d68910fa61ccfbd6ad7b51274b10cae71f863ed7c9fc396d65a50da37fd,https://snowtrace.io/tx/0x5fdc0b2b4d41dd87319790ccbdfa350fe4996b5d306fa4684910bd2be37bdce7,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FucbagG58efsWpWLXfJXSvg9hOPhzt5pwocc9J1qfhUk%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Web Archive,bafybeihqitr4uyft4cxyw74vzk5tnptosohkl7h64i2ekeszhjcuflofcq,https://www.blockchain.com/explorer/blocks/btc/767815,https://mainnet.num.network/tx/0xc18f2d68910fa61ccfbd6ad7b51274b10cae71f863ed7c9fc396d65a50da37fd,https://snowtrace.io/tx/0x5fdc0b2b4d41dd87319790ccbdfa350fe4996b5d306fa4684910bd2be37bdce7,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FucbagG58efsWpWLXfJXSvg9hOPhzt5pwocc9J1qfhUk%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Redaction: Zero Knowledge Proof,bafybeigaopndzsqvs62f2ptrwnjxyqzylrzpmqmj64s32bc4a4uh6smwua,https://www.blockchain.com/explorer/blocks/btc/767815,https://mainnet.num.network/tx/0xc18f2d68910fa61ccfbd6ad7b51274b10cae71f863ed7c9fc396d65a50da37fd,https://snowtrace.io/tx/0x5fdc0b2b4d41dd87319790ccbdfa350fe4996b5d306fa4684910bd2be37bdce7,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FucbagG58efsWpWLXfJXSvg9hOPhzt5pwocc9J1qfhUk%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Caption,bafkreieo4qvwyfacw3r6s5ddu2zg7jvjv5vkj5bnmu4owblfqr442tey34,https://www.blockchain.com/explorer/blocks/btc/767815,https://mainnet.num.network/tx/0xc18f2d68910fa61ccfbd6ad7b51274b10cae71f863ed7c9fc396d65a50da37fd,https://snowtrace.io/tx/0x5fdc0b2b4d41dd87319790ccbdfa350fe4996b5d306fa4684910bd2be37bdce7,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FucbagG58efsWpWLXfJXSvg9hOPhzt5pwocc9J1qfhUk%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
C049-1071,Primary,bafybeiavzumd56rle2akwbn46k6fblw6x7avtnzvpfsjbsiksfk4iashha,https://www.blockchain.com/explorer/blocks/btc/767815,https://mainnet.num.network/tx/0x7021dc297fdf96cee1b27e59147b4e6d2025172023c39fbd7ce176bab9afb9f2,https://snowtrace.io/tx/0x6f7030b3b8e33bd2c22a2a74953ac5fcabbf252292c77be744ea01a2d7a5f112,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FsZn8g8ZDyQG0XGGdjtgoEdqiHakqBNTppbLehUvnyPQ%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Web Archive,bafybeihqitr4uyft4cxyw74vzk5tnptosohkl7h64i2ekeszhjcuflofcq,https://www.blockchain.com/explorer/blocks/btc/767815,https://mainnet.num.network/tx/0x7021dc297fdf96cee1b27e59147b4e6d2025172023c39fbd7ce176bab9afb9f2,https://snowtrace.io/tx/0x6f7030b3b8e33bd2c22a2a74953ac5fcabbf252292c77be744ea01a2d7a5f112,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FsZn8g8ZDyQG0XGGdjtgoEdqiHakqBNTppbLehUvnyPQ%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
