data_id,type,record_id,opentimestamps,numbers,avalanche,iscn,ipfs,filecoin,storj
C049-0453,Primary,bafkreiasa4zi4i42fytdefxokqo3vb5nrw5vzm7znujyusk3v7bifnfrpe,https://www.blockchain.com/explorer/blocks/btc/767815,https://mainnet.num.network/tx/0x828684e455d7d6108a87e2a018b7b8d457bc4563f056378695dedb186847e8a2,https://snowtrace.io/tx/0x1722e2e3db85b0d0647509f0a9315649f84b32c09fd259358fb2ed020f63ea50,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FRkKHG3B0vbRv6ZrGX3YoFxWhnKE4PKogrwEjvxMEA5g%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Web Archive,bafybeihqitr4uyft4cxyw74vzk5tnptosohkl7h64i2ekeszhjcuflofcq,https://www.blockchain.com/explorer/blocks/btc/767815,https://mainnet.num.network/tx/0x828684e455d7d6108a87e2a018b7b8d457bc4563f056378695dedb186847e8a2,https://snowtrace.io/tx/0x1722e2e3db85b0d0647509f0a9315649f84b32c09fd259358fb2ed020f63ea50,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FRkKHG3B0vbRv6ZrGX3YoFxWhnKE4PKogrwEjvxMEA5g%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Caption,bafkreif45pezrabrfo5jzym2ykg3c4gwmsmxhv3ivo3n3vm4wbqdbukt6q,https://www.blockchain.com/explorer/blocks/btc/767815,https://mainnet.num.network/tx/0x828684e455d7d6108a87e2a018b7b8d457bc4563f056378695dedb186847e8a2,https://snowtrace.io/tx/0x1722e2e3db85b0d0647509f0a9315649f84b32c09fd259358fb2ed020f63ea50,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FRkKHG3B0vbRv6ZrGX3YoFxWhnKE4PKogrwEjvxMEA5g%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
C059,Primary,bafybeigkiup3kq6ig22ldxs2youeh5ztmf643v22czziq3qma472iil3ti,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0xcfa34ae229940dcb706fa5546330396caf34f48beb3c8a3301498ccf8e038c12,https://snowtrace.io/tx/0x6d250c3a0a7aa874a7303e2d9585866e76f1bf1ae5d9d4e0b2d05c63a3733d85,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FAhXtOtRz7risA5O-5HmixhIgj8AkYwQvhxQqYeC1dYU%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Web Archive,bafybeifors6n5dlwysrcuauibyznaagt5ecxqmktdmzrviqmtk4jm22mi4,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0xcfa34ae229940dcb706fa5546330396caf34f48beb3c8a3301498ccf8e038c12,https://snowtrace.io/tx/0x6d250c3a0a7aa874a7303e2d9585866e76f1bf1ae5d9d4e0b2d05c63a3733d85,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FAhXtOtRz7risA5O-5HmixhIgj8AkYwQvhxQqYeC1dYU%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Caption,bafkreiee3bk6p3bnv762wstha2s2py2oa664inhh5rwfnyliqcgxtdftyy,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0xcfa34ae229940dcb706fa5546330396caf34f48beb3c8a3301498ccf8e038c12,https://snowtrace.io/tx/0x6d250c3a0a7aa874a7303e2d9585866e76f1bf1ae5d9d4e0b2d05c63a3733d85,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FAhXtOtRz7risA5O-5HmixhIgj8AkYwQvhxQqYeC1dYU%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
C018,Primary,bafybeickippoedspik5yunnvqcskociqxxoirbrecwksd4erdtelaigmdq,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0x6c6fc8c8ce0c4c258a8212333724f56e475001bfb520a9bcea6d6d71e4963603,https://snowtrace.io/tx/0x4c8d84e9fb14b60b2a3ca7418e862f42d0043ca3957288869d9bfd0d8a5e23a2,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2F7Nlo8uHXmGgmk5q5cnNIfNV7rFvjmdQe_4X5P7P0hRs%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Web Archive,bafybeigptlspcqixymsqvajeslp4xzyrpry73ffne5z45tm3cfmydgl2ua,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0x6c6fc8c8ce0c4c258a8212333724f56e475001bfb520a9bcea6d6d71e4963603,https://snowtrace.io/tx/0x4c8d84e9fb14b60b2a3ca7418e862f42d0043ca3957288869d9bfd0d8a5e23a2,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2F7Nlo8uHXmGgmk5q5cnNIfNV7rFvjmdQe_4X5P7P0hRs%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Caption,bafkreibzu53u4pnkpywn2d43hpncpd6typwdsv2skufvvz6kkj4f2zfs3q,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0x6c6fc8c8ce0c4c258a8212333724f56e475001bfb520a9bcea6d6d71e4963603,https://snowtrace.io/tx/0x4c8d84e9fb14b60b2a3ca7418e862f42d0043ca3957288869d9bfd0d8a5e23a2,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2F7Nlo8uHXmGgmk5q5cnNIfNV7rFvjmdQe_4X5P7P0hRs%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
C049-1608,Primary,bafkreiekdh2e3zaamdz57s7jrzsbwsxl5dvsfb3nmfzfyujkh2kvtt3cd4,https://www.blockchain.com/explorer/blocks/btc/767817,https://mainnet.num.network/tx/0x788aeafeb6ad223fd4712eaab646eb930046f4feae5b4063fa9451098552df60,https://snowtrace.io/tx/0x9731b45646b56d3dbde95948eebe7d972445e4938d65f6bf2dc380dfdaed743f,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2F4uoZv1pGPqcfTY9_sCwhczTlFHu0ss9vfmwA-QLZJJk%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Web Archive,bafybeihqitr4uyft4cxyw74vzk5tnptosohkl7h64i2ekeszhjcuflofcq,https://www.blockchain.com/explorer/blocks/btc/767817,https://mainnet.num.network/tx/0x788aeafeb6ad223fd4712eaab646eb930046f4feae5b4063fa9451098552df60,https://snowtrace.io/tx/0x9731b45646b56d3dbde95948eebe7d972445e4938d65f6bf2dc380dfdaed743f,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2F4uoZv1pGPqcfTY9_sCwhczTlFHu0ss9vfmwA-QLZJJk%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Caption,bafkreihlp36qqnfyq2iwhwmqcid2vuo3wmrf3o7di6mes7lfsxdaq3qwgm,https://www.blockchain.com/explorer/blocks/btc/767817,https://mainnet.num.network/tx/0x788aeafeb6ad223fd4712eaab646eb930046f4feae5b4063fa9451098552df60,https://snowtrace.io/tx/0x9731b45646b56d3dbde95948eebe7d972445e4938d65f6bf2dc380dfdaed743f,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2F4uoZv1pGPqcfTY9_sCwhczTlFHu0ss9vfmwA-QLZJJk%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
C049-1316,Primary,bafybeiei3tlvrqtk62b4s4aiuwgh43wny7qkbctdwnnpw7qj54ihxt3bjm,https://www.blockchain.com/explorer/blocks/btc/767817,https://mainnet.num.network/tx/0x9560882eb317567fe33323f865ff2e7a555de55b235f74ee593609946524a94c,https://snowtrace.io/tx/0xd732391d61546711144044924280a3758f50ceff0bbeda702d5315b17bba3928,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FQ69Qr-rQQI60XnDeDqPL24AEPTmGeF1iG1VCs8CLmek%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Web Archive,bafybeihqitr4uyft4cxyw74vzk5tnptosohkl7h64i2ekeszhjcuflofcq,https://www.blockchain.com/explorer/blocks/btc/767817,https://mainnet.num.network/tx/0x9560882eb317567fe33323f865ff2e7a555de55b235f74ee593609946524a94c,https://snowtrace.io/tx/0xd732391d61546711144044924280a3758f50ceff0bbeda702d5315b17bba3928,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FQ69Qr-rQQI60XnDeDqPL24AEPTmGeF1iG1VCs8CLmek%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Redaction: Zero Knowledge Proof,bafybeidmnokxhokkjzt2qoxbhndsprbh2dzlsti6afc72um373vy42xzne,https://www.blockchain.com/explorer/blocks/btc/767817,https://mainnet.num.network/tx/0x9560882eb317567fe33323f865ff2e7a555de55b235f74ee593609946524a94c,https://snowtrace.io/tx/0xd732391d61546711144044924280a3758f50ceff0bbeda702d5315b17bba3928,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FQ69Qr-rQQI60XnDeDqPL24AEPTmGeF1iG1VCs8CLmek%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Caption,bafkreibcqjy7xechmq2mwp7m3phelca6e752cywfxta4r34esck363ut4y,https://www.blockchain.com/explorer/blocks/btc/767817,https://mainnet.num.network/tx/0x9560882eb317567fe33323f865ff2e7a555de55b235f74ee593609946524a94c,https://snowtrace.io/tx/0xd732391d61546711144044924280a3758f50ceff0bbeda702d5315b17bba3928,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FQ69Qr-rQQI60XnDeDqPL24AEPTmGeF1iG1VCs8CLmek%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
C068,Primary,bafybeienkabgb55uutxso4pn4u64x4xizikn2zb3a5zo2rgqajmb4gnnwm,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0x43c8f0bb6502c73e49e0330665a6765595f7a80f58e231b520dcfb3970f07df4,https://snowtrace.io/tx/0x4df20c882e692dd267d2d36bc6d8671a32de88d60d36b18d5461804cad320dbb,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FW7y5_h0OOq8jQLm3TPCyllVGtoawocts6w7UxTwZVhI%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Web Archive,bafybeigptlspcqixymsqvajeslp4xzyrpry73ffne5z45tm3cfmydgl2ua,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0x43c8f0bb6502c73e49e0330665a6765595f7a80f58e231b520dcfb3970f07df4,https://snowtrace.io/tx/0x4df20c882e692dd267d2d36bc6d8671a32de88d60d36b18d5461804cad320dbb,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FW7y5_h0OOq8jQLm3TPCyllVGtoawocts6w7UxTwZVhI%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Caption,bafkreibou2mgy5rawgqv3ciap72er2l5sdkuw7ghfwowifoytmbmn5hrxy,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0x43c8f0bb6502c73e49e0330665a6765595f7a80f58e231b520dcfb3970f07df4,https://snowtrace.io/tx/0x4df20c882e692dd267d2d36bc6d8671a32de88d60d36b18d5461804cad320dbb,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FW7y5_h0OOq8jQLm3TPCyllVGtoawocts6w7UxTwZVhI%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
C049-1204,Primary,bafkreihqrc5pxbdyc6g54fw4zzwvri7udujjflxcsbs7c7o6yrnaebphka,https://www.blockchain.com/explorer/blocks/btc/767815,https://mainnet.num.network/tx/0x522a3791f3bd0a29baa755623c0d3bcd5623997c4a780dfde4690b2f6539568b,https://snowtrace.io/tx/0xcb5aa2c9129073ef9309644ff34c460061c0c06ca9a930035bbf4cfbefe9d016,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FKkRtZELDNz7ZB7InqAshgHfjGAJDrSmoGu9awPNJJ6c%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Web Archive,bafybeihqitr4uyft4cxyw74vzk5tnptosohkl7h64i2ekeszhjcuflofcq,https://www.blockchain.com/explorer/blocks/btc/767815,https://mainnet.num.network/tx/0x522a3791f3bd0a29baa755623c0d3bcd5623997c4a780dfde4690b2f6539568b,https://snowtrace.io/tx/0xcb5aa2c9129073ef9309644ff34c460061c0c06ca9a930035bbf4cfbefe9d016,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FKkRtZELDNz7ZB7InqAshgHfjGAJDrSmoGu9awPNJJ6c%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Caption,bafkreiescjhpvfrb5tnntiilmomiyt7nt62ud2nowgvcfu3pigkgezc3ua,https://www.blockchain.com/explorer/blocks/btc/767815,https://mainnet.num.network/tx/0x522a3791f3bd0a29baa755623c0d3bcd5623997c4a780dfde4690b2f6539568b,https://snowtrace.io/tx/0xcb5aa2c9129073ef9309644ff34c460061c0c06ca9a930035bbf4cfbefe9d016,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FKkRtZELDNz7ZB7InqAshgHfjGAJDrSmoGu9awPNJJ6c%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
C049-0878,Primary,bafkreibwvvvidrw2bg6zwt4nyjnpsvmpuywln3awnkf5tr5dr6jocfmij4,https://www.blockchain.com/explorer/blocks/btc/767815,https://mainnet.num.network/tx/0x52f8f12c3cc97fe223db353e5ced473749bb8241c0f486df0b3e0e46762b0b37,https://snowtrace.io/tx/0x89c84dc415febf3c3b58712603e017d1a6fa49a7e237bde52c65d712d0757f0c,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FdllJoQzKBWz-FK1kDFP_kcBp927nt28k3IG4ndSjOMw%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Web Archive,bafybeihqitr4uyft4cxyw74vzk5tnptosohkl7h64i2ekeszhjcuflofcq,https://www.blockchain.com/explorer/blocks/btc/767815,https://mainnet.num.network/tx/0x52f8f12c3cc97fe223db353e5ced473749bb8241c0f486df0b3e0e46762b0b37,https://snowtrace.io/tx/0x89c84dc415febf3c3b58712603e017d1a6fa49a7e237bde52c65d712d0757f0c,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FdllJoQzKBWz-FK1kDFP_kcBp927nt28k3IG4ndSjOMw%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Caption,bafkreiahglec5pisnkcb4jgioy5ixvgle2kwky54olm7jt7u45vcj3iwue,https://www.blockchain.com/explorer/blocks/btc/767815,https://mainnet.num.network/tx/0x52f8f12c3cc97fe223db353e5ced473749bb8241c0f486df0b3e0e46762b0b37,https://snowtrace.io/tx/0x89c84dc415febf3c3b58712603e017d1a6fa49a7e237bde52c65d712d0757f0c,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FdllJoQzKBWz-FK1kDFP_kcBp927nt28k3IG4ndSjOMw%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
P217,Primary,bafybeihbvemzdcnijqffu7cxx5cee5ouhqj4uxksvlvaebi3tolmp3nbha,https://www.blockchain.com/explorer/blocks/btc/767705,https://mainnet.num.network/tx/0x58005122d0bae57cecdd16f10e9f497b1425a3339480b427315d9ddf1cfc851f,https://snowtrace.io/tx/0xfc688da98489aa54d5d26be24256ad6a215626fa36d5d6dde19d5bf2d1cc7375,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FRLcd3xmrOqdewOCShLB4bKtakBPWKuE0W6fQ4uIKHus%2F1,https://ipfs.io/ipfs/bafybeihbvemzdcnijqffu7cxx5cee5ouhqj4uxksvlvaebi3tolmp3nbha,https://filecoin.tools/baga6ea4seaqpiffpyptzhgi4dqajreaptszblhncs33jbcanbkezodtrj6z2ena,https://link.storjshare.io/s/jxjv7yufe4zsungupn3qufl2mnta%2F2022-bijeljina-investigation-haviv-scans%2F81059fbb6628d938ea6be7b89430b97e18f5b4cb96f02d1ace04dbb684e10fab.encrypted
,Caption,bafkreibhto6e63jf6xuv6tdytdztvh2y2cigb6q36h24ohh4b3syc3lpni,https://www.blockchain.com/explorer/blocks/btc/767705,https://mainnet.num.network/tx/0x58005122d0bae57cecdd16f10e9f497b1425a3339480b427315d9ddf1cfc851f,https://snowtrace.io/tx/0xfc688da98489aa54d5d26be24256ad6a215626fa36d5d6dde19d5bf2d1cc7375,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FRLcd3xmrOqdewOCShLB4bKtakBPWKuE0W6fQ4uIKHus%2F1,https://ipfs.io/ipfs/bafybeihbvemzdcnijqffu7cxx5cee5ouhqj4uxksvlvaebi3tolmp3nbha,https://filecoin.tools/baga6ea4seaqpiffpyptzhgi4dqajreaptszblhncs33jbcanbkezodtrj6z2ena,https://link.storjshare.io/s/jxjv7yufe4zsungupn3qufl2mnta%2F2022-bijeljina-investigation-haviv-scans%2F81059fbb6628d938ea6be7b89430b97e18f5b4cb96f02d1ace04dbb684e10fab.encrypted
C052,Primary,bafybeigfxpwkjo7nb72ml5ur34bkvis55ilsjvsuvoc7kk2ic6c5begdfe,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0x0135a555d3fb1893bc0e082f978951b87ac28b20a98384b82cb90dc28e6c0c84,https://snowtrace.io/tx/0xa3962f1822d3baf44230e982ab3acdc54b068d9e8c900f77c47db74c03d6cc6b,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2F5Mgk4VyiX5g8TilIlOijpn7YsQpIe7XZWRHIHio19B0%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Web Archive,bafybeidu3eylklwbqacivows72msppd6bdp6n4gwy7oboog5z6kgtclcii,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0x0135a555d3fb1893bc0e082f978951b87ac28b20a98384b82cb90dc28e6c0c84,https://snowtrace.io/tx/0xa3962f1822d3baf44230e982ab3acdc54b068d9e8c900f77c47db74c03d6cc6b,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2F5Mgk4VyiX5g8TilIlOijpn7YsQpIe7XZWRHIHio19B0%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Caption,bafkreibtv7pjvsrnyegzkmnhxwdytiuw4ru4lgudp57xtnwz3v4bjiuz3m,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0x0135a555d3fb1893bc0e082f978951b87ac28b20a98384b82cb90dc28e6c0c84,https://snowtrace.io/tx/0xa3962f1822d3baf44230e982ab3acdc54b068d9e8c900f77c47db74c03d6cc6b,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2F5Mgk4VyiX5g8TilIlOijpn7YsQpIe7XZWRHIHio19B0%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
C049-1639,Primary,bafkreidislgnfmwy4d7zaov5jndtzp22zeu533de2bhyj5fx7tturrkyvu,https://www.blockchain.com/explorer/blocks/btc/767817,https://mainnet.num.network/tx/0x39c87adcff372c513746c8a21edcbb89adeae1910d13ae03a437d0e71b92fd36,https://snowtrace.io/tx/0x5301291f13be39e17f9536a6297cd522509bf9270ade57d891be94cf30ef5f9c,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FyAW0G46uiZCgFjZ90PKfFwPiO8-r_4sE8qQgSWy8cwA%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Web Archive,bafybeihqitr4uyft4cxyw74vzk5tnptosohkl7h64i2ekeszhjcuflofcq,https://www.blockchain.com/explorer/blocks/btc/767817,https://mainnet.num.network/tx/0x39c87adcff372c513746c8a21edcbb89adeae1910d13ae03a437d0e71b92fd36,https://snowtrace.io/tx/0x5301291f13be39e17f9536a6297cd522509bf9270ade57d891be94cf30ef5f9c,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FyAW0G46uiZCgFjZ90PKfFwPiO8-r_4sE8qQgSWy8cwA%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Caption,bafkreidqgncscp7nwu2myb4rjvfabt7woxcyqnjgkqecq7abv6ijoxo4dq,https://www.blockchain.com/explorer/blocks/btc/767817,https://mainnet.num.network/tx/0x39c87adcff372c513746c8a21edcbb89adeae1910d13ae03a437d0e71b92fd36,https://snowtrace.io/tx/0x5301291f13be39e17f9536a6297cd522509bf9270ade57d891be94cf30ef5f9c,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FyAW0G46uiZCgFjZ90PKfFwPiO8-r_4sE8qQgSWy8cwA%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
P201,Primary,bafybeihje54meajcix2xvv2cbkywydxioxc5kc7pnqrjupt3mfqyi6bov4,https://www.blockchain.com/explorer/blocks/btc/767705,https://mainnet.num.network/tx/0x3ed5ea66e47a7e2570c5aff1221a865728947764758e65f8ee0da787f1666bf8,https://snowtrace.io/tx/0xc7af842318ac72212e116a1339c9de8b088bac4b0f47518cd39b2a2753e9ad0c,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FwH7hLcJGWxNUx_NY54ZkiTOzCMho138TLD9w0voHkHI%2F1,https://ipfs.io/ipfs/bafybeihje54meajcix2xvv2cbkywydxioxc5kc7pnqrjupt3mfqyi6bov4,https://filecoin.tools/baga6ea4seaqpiffpyptzhgi4dqajreaptszblhncs33jbcanbkezodtrj6z2ena,https://link.storjshare.io/s/jxjv7yufe4zsungupn3qufl2mnta%2F2022-bijeljina-investigation-haviv-scans%2F92ad7c7c28df2aeef9d0a52b4e3b0062f9bc1dcb34591a38e6347892a24217df.encrypted
,Caption,bafkreihgqvq36nlb634dklbrreh5j52ane2ddrr6i2lhpn5k6boo4zrpy4,https://www.blockchain.com/explorer/blocks/btc/767705,https://mainnet.num.network/tx/0x3ed5ea66e47a7e2570c5aff1221a865728947764758e65f8ee0da787f1666bf8,https://snowtrace.io/tx/0xc7af842318ac72212e116a1339c9de8b088bac4b0f47518cd39b2a2753e9ad0c,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2FwH7hLcJGWxNUx_NY54ZkiTOzCMho138TLD9w0voHkHI%2F1,https://ipfs.io/ipfs/bafybeihje54meajcix2xvv2cbkywydxioxc5kc7pnqrjupt3mfqyi6bov4,https://filecoin.tools/baga6ea4seaqpiffpyptzhgi4dqajreaptszblhncs33jbcanbkezodtrj6z2ena,https://link.storjshare.io/s/jxjv7yufe4zsungupn3qufl2mnta%2F2022-bijeljina-investigation-haviv-scans%2F92ad7c7c28df2aeef9d0a52b4e3b0062f9bc1dcb34591a38e6347892a24217df.encrypted
C117,Primary,bafybeigj77d3aacypgnnfij7p3uqyyqr6eqdxyslqvsjsdhhiqx76xmbdu,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0x48cd2275d7a14104cc1260c5df5afb6e828e12c2004c1363a3ee37d4ed628d79,https://snowtrace.io/tx/0x5360217fcca80caddd14862b87c604ed3bb40eff98e42aae40a8a53ac42f3d5e,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2F3Wn-YEefpzvxgD2XHiux5j3N57gzf9HpaHxFEHB-svI%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Web Archive,bafybeigptlspcqixymsqvajeslp4xzyrpry73ffne5z45tm3cfmydgl2ua,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0x48cd2275d7a14104cc1260c5df5afb6e828e12c2004c1363a3ee37d4ed628d79,https://snowtrace.io/tx/0x5360217fcca80caddd14862b87c604ed3bb40eff98e42aae40a8a53ac42f3d5e,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2F3Wn-YEefpzvxgD2XHiux5j3N57gzf9HpaHxFEHB-svI%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
,Caption,bafkreigdsdohomupomehq5oyskof773zfqbpsisoowmz373omi2tlqhfze,https://www.blockchain.com/explorer/blocks/btc/767727,https://mainnet.num.network/tx/0x48cd2275d7a14104cc1260c5df5afb6e828e12c2004c1363a3ee37d4ed628d79,https://snowtrace.io/tx/0x5360217fcca80caddd14862b87c604ed3bb40eff98e42aae40a8a53ac42f3d5e,https://app.like.co/view/iscn%3A%2F%2Flikecoin-chain%2F3Wn-YEefpzvxgD2XHiux5j3N57gzf9HpaHxFEHB-svI%2F1,,https://filecoin.tools/baga6ea4seaqfhl32tiwydchf45m5vjxlfszk2xk6budmsnlhpi3ooeqmivfsoiy,
